transaction_amount,transaction_hour,account_age_days,num_transactions_last_24h,distance_from_home_km,is_fraud
101.39,21,457,3,0.13,0
79.01,10,1141,5,45.47,0
72.94,20,1199,1,1.0,0
123.45,1,22,6,42.65,1
51.39,3,715,3,2.96,0
45.57,11,83,2,25.63,0
72.93,6,148,0,13.78,0
186.53,6,540,4,0.65,0
115.36,7,665,3,42.69,0
224.28,3,785,0,2.43,0
36.2,11,22,0,29.65,0
223.46,16,521,1,0.14,0
200.99,3,181,1,29.67,0
295.76,6,431,1,2.58,0
28.71,20,1516,2,1.34,0
69.6,23,267,4,6.13,0
134.67,18,584,1,57.21,0
16.33,14,1395,2,7.47,0
178.35,17,638,3,19.48,0
125.7,19,484,3,4.18,0
56.03,22,233,3,4.37,0
100.81,13,373,4,24.71,0
33.35,15,571,1,10.78,0
106.25,13,2,0,0.05,0
18.46,5,95,0,42.07,0
52.5,6,119,5,35.93,0
81.24,19,205,0,22.46,0
222.09,4,944,1,8.03,0
96.11,14,619,1,17.2,0
8.18,8,511,2,4.71,0
90.05,10,1313,3,12.41,0
93.79,21,71,0,18.39,0
35.16,4,235,2,26.65,0
18.99,15,537,1,8.83,0
37.75,1,454,1,11.1,0
101.79,21,222,0,11.27,0
151.58,7,228,0,2.58,0
70.3,17,1175,1,11.52,0
199.07,9,42,6,19.48,0
190.87,18,431,1,16.96,0
113.5,0,108,0,3.5,0
4.68,17,345,4,3.56,0
41.48,14,315,2,17.73,0
71.44,15,816,0,30.65,0
39.27,11,435,2,47.51,0
162.71,23,125,3,0.99,0
39.77,3,509,1,19.56,0
56.89,4,162,1,12.62,0
15.62,7,256,1,27.68,0
127.9,11,184,1,20.75,0
169.01,3,1498,1,4.57,0
196.23,6,1333,2,24.37,0
276.1,12,464,1,24.12,0
91.97,1,770,3,1.73,0
85.2,18,233,3,3.46,0
170.28,9,619,3,3.86,0
27.59,9,225,0,61.62,0
170.59,11,1,1,17.24,0
69.68,4,98,5,11.84,0
79.74,14,695,3,14.24,0
80.15,19,1424,2,5.51,0
51.37,8,266,2,18.09,0
10.21,23,164,1,11.23,0
44.31,9,1819,2,0.81,0
118.25,23,134,1,9.58,0
84.84,2,1718,4,8.2,0
119.07,14,251,3,9.36,0
90.7,7,2166,2,7.69,0
66.27,14,286,3,7.63,0
64.23,10,679,2,6.95,0
132.2,6,1035,1,0.26,0
202.49,9,507,2,19.05,0
30.7,14,133,1,6.66,0
142.93,17,529,0,2.79,0
39.79,20,78,11,7.86,1
133.72,18,53,1,11.28,0
66.36,22,108,1,4.85,0
69.09,8,126,3,16.99,0
94.87,3,109,2,27.23,0
51.66,6,105,2,3.41,0
219.46,5,178,5,5.86,0
136.7,4,336,2,10.96,0
50.58,20,219,2,0.31,0
195.79,14,492,2,29.95,0
77.0,1,3,2,3.22,0
117.59,15,21,1,2.33,0
77.96,1,2,8,36.05,1
149.59,5,847,4,0.56,0
160.3,4,55,1,8.19,0
60.92,8,6,6,9.46,0
16.55,17,24,1,8.71,0
25.2,12,262,1,1.03,0
147.48,17,998,3,24.64,0
43.84,0,105,1,10.8,0
75.47,17,350,0,26.78,0
24.74,0,34,2,17.99,0
58.41,21,269,1,4.24,0
92.98,8,24,3,8.09,0
135.61,15,1954,2,13.49,0
29.14,11,472,1,22.54,0
56.16,6,39,9,27.29,0
25.08,15,266,2,43.02,0
21.0,21,506,0,10.18,0
63.69,21,407,3,13.67,0
268.78,3,841,2,0.96,0
23.64,3,14,0,2.42,0
45.19,10,130,7,2.36,0
140.12,6,46,4,0.74,0
33.49,4,1521,3,1.3,0
176.74,2,72,1,14.22,0
75.62,9,154,3,6.65,0
104.52,19,140,0,19.56,0
111.05,2,288,5,16.97,0
121.12,13,1478,3,16.01,0
30.62,3,180,1,6.66,0
53.2,3,301,0,4.31,0
193.51,8,445,2,12.9,0
50.76,14,573,1,0.26,0
40.7,17,106,1,38.36,0
102.42,4,155,2,16.72,0
72.01,9,1718,4,5.15,0
10.0,3,163,4,3.91,0
63.02,12,374,4,6.23,0
21.11,23,543,2,10.34,0
181.01,11,1186,4,10.57,0
60.68,0,2094,1,6.88,0
79.59,8,1097,2,13.62,0
201.8,2,20,1,2.39,0
137.76,14,54,1,2.47,0
41.06,7,631,2,29.33,0
144.99,2,337,0,10.1,0
141.19,15,200,1,11.53,0
177.04,7,2,4,4.85,0
119.93,8,47,0,9.16,0
45.08,5,149,4,2.23,0
65.92,14,881,1,1.88,0
174.15,18,1183,2,7.26,0
88.98,18,567,2,0.69,0
4.03,3,338,2,1.9,0
121.42,8,268,2,17.17,0
91.5,1,728,0,3.02,0
49.56,13,1387,3,7.47,0
236.93,4,255,2,25.97,0
21.39,12,102,5,14.71,0
223.9,1,22,2,10.25,0
23.36,8,127,1,10.04,0
127.34,3,660,0,0.28,0
202.64,1,450,0,0.82,0
56.79,22,349,4,7.54,0
59.92,17,470,0,0.31,0
124.18,11,53,1,3.57,0
42.63,17,639,1,33.71,0
89.35,17,575,2,21.66,0
47.72,9,316,3,30.14,0
15.44,23,657,2,15.57,0
30.85,11,1066,3,68.66,0
70.69,21,124,3,10.32,0
127.26,22,575,5,46.92,0
66.6,19,90,1,0.82,0
102.26,2,9,11,2.93,1
10.86,23,6,1,2.86,0
100.18,5,2552,2,5.72,0
255.99,10,870,2,6.98,0
127.16,12,188,1,0.59,0
26.07,18,140,4,5.15,0
36.65,12,504,1,29.74,0
66.48,7,749,1,7.34,0
48.67,8,381,1,9.04,0
8.62,19,186,3,2.91,0
188.28,14,212,0,22.42,0
51.22,3,5,0,19.56,0
61.37,11,1092,0,5.98,0
89.81,15,39,2,1.34,0
138.55,2,371,0,0.07,0
83.78,20,539,2,9.29,0
61.15,18,144,0,3.81,0
201.88,9,399,2,10.86,0
60.58,13,904,0,3.89,0
40.61,13,1099,1,7.68,0
90.18,21,182,1,16.84,0
117.88,23,13,1,40.19,0
121.35,17,70,3,1.27,0
81.07,19,1001,1,23.16,0
198.22,21,1017,2,6.07,0
90.67,19,289,0,4.21,0
92.19,16,289,2,22.94,0
100.49,23,218,2,5.72,0
232.26,15,573,4,50.45,0
32.38,12,31,3,2.25,0
171.87,3,4,7,14.48,1
63.63,3,324,2,41.44,0
129.84,21,33,0,7.49,0
5.86,4,1241,0,9.0,0
37.34,9,451,4,2.04,0
55.71,2,950,3,28.37,0
45.53,10,58,3,2.53,0
50.03,17,905,2,17.57,0
36.3,15,991,0,9.36,0
140.84,9,94,2,10.97,0
216.92,22,1877,3,11.55,0
35.03,7,149,2,7.45,0
207.41,6,1190,4,13.69,0
28.39,22,1224,2,9.31,0
120.47,2,155,6,1.66,0
263.68,19,188,2,13.57,0
24.57,11,865,2,4.74,0
93.51,2,86,9,47.72,1
219.62,22,547,2,5.25,0
52.51,13,594,4,12.46,0
87.21,18,757,1,19.98,0
170.22,21,351,1,100.03,0
34.55,12,221,3,3.61,0
30.26,2,982,2,0.82,0
108.68,9,118,3,16.72,0
33.92,16,137,4,31.39,0
13.06,11,845,2,3.41,0
107.15,11,1526,3,33.1,0
56.54,4,307,0,11.16,0
77.62,20,470,1,19.89,0
53.76,23,5,1,15.5,0
5.13,13,691,1,28.08,0
292.67,3,1469,1,54.23,0
137.49,6,2657,1,3.95,0
56.57,16,56,1,31.54,0
54.5,20,279,4,0.23,0
20.03,18,4,0,23.3,0
142.1,3,339,1,46.94,0
35.68,15,119,1,1.35,0
175.38,13,366,1,4.12,0
330.37,17,345,2,38.32,0
113.44,9,952,0,4.4,0
40.09,2,553,4,21.19,0
144.22,15,373,2,17.76,0
230.4,2,569,3,3.3,0
63.78,11,69,1,9.28,0
57.48,15,350,2,20.42,0
68.29,8,375,1,0.03,0
62.28,19,42,0,1.43,0
190.53,3,680,3,1.99,0
134.26,5,127,2,27.57,0
38.27,21,22,2,62.36,0
152.56,19,1,3,27.66,0
242.27,5,151,4,6.55,0
43.02,15,1374,1,21.39,0
80.29,2,35,2,7.28,0
123.86,22,23,3,0.51,0
62.98,15,189,1,33.81,0
121.94,13,488,2,7.9,0
103.04,3,1129,3,31.98,0
87.48,1,317,1,44.65,0
58.41,20,58,2,31.25,0
1.62,8,220,1,67.51,0
85.67,9,167,2,19.09,0
58.7,8,238,1,6.6,0
47.35,8,613,2,16.15,0
130.93,23,79,2,2.74,0
21.27,14,113,3,9.06,0
29.97,10,26,12,38.38,1
56.28,23,242,1,3.63,0
18.04,7,609,1,2.49,0
183.7,11,15,1,5.82,0
203.53,14,1024,2,40.46,0
229.19,1,56,0,15.41,0
247.81,3,275,2,20.51,0
51.28,0,32,0,6.99,0
73.84,16,124,3,6.99,0
209.08,12,546,1,0.85,0
57.3,4,61,3,5.87,0
133.83,6,780,2,66.99,0
64.63,18,1790,3,2.57,0
94.56,23,1771,1,3.8,0
47.62,9,339,0,0.4,0
75.31,14,154,1,5.62,0
53.29,15,756,1,24.98,0
88.08,21,57,4,9.6,0
121.13,12,647,4,51.71,0
28.79,6,541,2,5.71,0
106.07,16,76,13,92.6,1
155.62,13,487,3,18.64,0
149.0,6,174,2,10.6,0
82.59,8,458,0,3.67,0
75.72,17,371,1,6.84,0
94.33,20,557,2,18.54,0
152.41,3,17,1,8.06,0
17.97,16,151,2,7.39,0
126.69,11,270,0,38.6,0
171.56,9,260,5,0.28,0
84.28,7,175,4,17.76,0
45.15,19,2531,2,26.54,0
434.67,3,106,7,46.46,1
56.5,15,1368,2,1.43,0
30.22,23,106,1,17.92,0
21.34,20,261,1,5.77,0
94.58,7,649,2,17.63,0
35.03,23,1290,1,4.21,0
104.81,23,1568,2,39.62,0
63.98,12,53,3,8.29,0
92.91,3,66,2,9.95,0
146.06,14,756,4,0.68,0
160.35,8,198,1,53.74,0
106.89,0,86,2,7.71,0
102.3,4,238,4,24.01,0
312.32,9,82,2,40.0,0
164.92,20,669,2,21.87,0
342.86,20,294,3,12.07,0
54.29,4,1391,1,6.33,0
12.04,12,74,2,5.31,0
53.85,19,40,3,11.58,0
136.96,9,14,2,9.97,0
50.26,16,127,3,1.2,0
182.87,8,780,3,13.21,0
41.53,19,170,2,16.53,0
56.6,14,326,3,1.51,0
136.8,21,305,3,30.28,0
33.19,12,1181,2,8.45,0
88.32,6,441,2,2.98,0
127.73,1,1376,2,16.44,0
53.64,20,361,3,16.6,0
59.91,0,393,4,15.88,0
88.86,0,314,1,6.7,0
262.66,0,402,0,4.72,0
99.75,0,120,10,20.85,1
125.45,17,646,1,10.18,0
98.74,21,51,2,6.44,0
11.67,18,14,1,5.79,0
12.08,21,1028,4,28.45,0
57.16,2,687,1,5.22,0
140.86,13,1022,0,37.42,0
189.35,8,29,1,15.99,0
120.16,2,571,1,22.55,0
118.88,12,1558,2,8.69,0
34.48,7,927,3,21.98,0
153.95,16,270,1,9.36,0
129.1,17,500,2,19.42,0
103.56,0,521,3,11.21,0
103.3,10,781,1,15.35,0
28.39,17,155,3,1.2,0
6.36,14,885,0,6.95,0
40.95,14,87,0,37.07,0
110.99,11,518,5,27.4,0
224.42,2,46,0,15.94,0
101.79,1,129,4,6.66,0
116.86,16,91,2,3.78,0
107.65,17,383,2,0.23,0
45.84,16,24,0,7.75,0
223.91,3,74,0,1.82,0
86.95,0,293,5,42.26,0
96.4,4,356,1,22.52,0
60.56,18,1362,1,0.83,0
138.81,7,187,2,45.67,0
18.35,12,283,7,5.54,0
48.8,20,478,3,15.07,0
124.55,23,175,1,3.94,0
47.22,13,363,4,40.39,0
10.0,3,40,3,1.57,0
72.08,23,1093,2,25.27,0
65.79,0,229,1,17.99,0
86.12,16,72,1,4.62,0
42.26,5,1098,3,77.38,0
41.55,3,119,2,13.95,0
22.82,14,752,0,22.33,0
141.02,21,747,2,1.83,0
161.52,6,499,1,16.4,0
43.82,15,443,3,7.48,0
36.07,20,41,3,8.71,0
163.0,5,94,2,5.95,0
201.02,18,22,1,2.13,0
66.92,9,94,3,48.12,0
155.18,10,1528,4,0.38,0
23.77,6,609,1,10.59,0
103.1,9,59,1,22.44,0
244.69,2,159,5,7.86,0
47.92,8,94,4,7.62,0
155.28,10,570,0,0.76,0
101.93,20,491,3,1.06,0
32.54,4,704,2,21.11,0
72.84,14,962,3,9.42,0
219.55,13,142,1,12.16,0
301.55,7,250,2,10.53,0
32.64,11,3,2,6.95,0
275.31,15,54,2,2.29,0
51.61,4,318,3,11.57,0
82.35,13,412,0,14.48,0
50.25,21,92,1,40.97,0
49.69,10,216,3,8.52,0
262.5,19,23,1,38.44,0
21.71,3,13,3,20.09,0
51.0,19,271,3,1.04,0
103.48,20,218,3,23.39,0
289.3,22,1099,2,1.58,0
322.31,10,861,2,17.3,0
224.99,16,283,4,9.06,0
152.06,21,305,2,33.23,0
75.47,16,16,4,20.14,1
206.51,23,169,2,35.82,0
84.71,23,568,2,15.78,0
64.69,10,1396,2,39.99,0
52.66,18,467,2,12.71,0
38.06,18,433,2,17.06,0
151.09,10,1084,1,13.83,0
47.73,9,3591,5,12.51,0
144.26,1,305,4,49.05,0
120.41,6,671,3,12.16,0
94.77,14,591,2,6.17,0
62.06,12,523,3,9.47,0
90.59,10,216,1,28.1,0
64.91,3,561,0,5.81,0
86.31,7,86,3,62.95,0
102.67,18,1998,1,28.14,0
121.27,13,203,2,9.78,0
30.64,7,129,3,30.94,0
167.54,6,89,1,24.74,0
144.93,4,196,3,12.1,0
176.44,5,1283,1,0.05,0
47.71,5,123,2,6.9,0
46.48,16,424,5,9.7,0
25.29,3,28,3,20.59,0
198.11,21,1044,1,17.95,0
59.39,19,486,7,7.4,0
159.76,2,120,5,17.0,0
28.53,17,248,0,44.48,0
94.79,1,166,1,14.93,0
12.2,4,2010,1,25.19,0
52.58,17,247,1,33.08,0
40.21,19,971,2,14.68,0
93.52,20,2354,5,6.43,0
55.54,10,237,2,37.25,0
25.53,4,63,4,2.46,1
83.19,17,380,2,8.13,0
103.64,23,244,1,4.53,0
26.21,21,629,1,20.69,0
65.68,14,340,4,11.09,0
64.46,23,556,5,21.46,0
83.88,16,336,0,0.93,0
108.7,14,118,2,14.75,0
153.0,10,0,0,15.63,0
61.49,3,803,1,3.73,0
25.61,5,96,5,3.68,0
16.28,5,31,0,22.91,0
111.04,7,107,6,6.25,0
41.61,10,1001,2,8.19,0
77.11,13,341,2,7.93,0
127.17,13,1227,5,34.85,0
37.37,0,91,1,7.1,0
107.9,5,26,3,15.81,0
202.16,12,480,1,8.16,0
114.15,17,456,1,13.07,0
334.12,0,504,2,36.77,0
62.82,19,192,0,7.69,0
291.48,18,1286,1,5.43,0
108.19,11,138,2,0.09,0
259.67,17,150,1,5.17,0
76.92,0,538,2,9.43,0
52.87,11,199,3,5.17,0
151.32,11,665,1,4.33,0
205.68,16,308,4,6.79,0
90.75,15,716,1,11.93,0
113.39,7,109,1,12.53,0
245.31,6,598,1,33.45,0
70.47,0,357,2,35.64,0
65.98,15,33,2,15.64,0
75.45,20,50,2,29.53,0
108.7,12,580,0,7.88,0
28.13,19,3379,3,8.69,0
80.38,2,76,2,1.94,0
176.23,4,249,2,31.83,0
28.11,5,217,3,3.27,0
139.49,7,221,1,7.92,0
19.91,18,1253,1,41.12,0
144.47,7,1105,2,30.16,0
29.62,9,151,2,12.46,0
30.2,5,273,2,31.38,0
51.86,6,643,1,9.9,0
189.04,11,1532,5,18.1,0
96.41,18,585,2,3.93,0
63.89,13,1086,2,19.02,0
57.53,21,548,6,5.01,0
61.85,14,227,2,15.36,0
153.62,20,146,2,11.38,0
120.4,6,1648,1,0.89,0
34.5,16,407,4,12.99,0
62.46,0,139,1,40.35,0
108.18,12,39,0,4.19,0
109.78,1,672,2,1.84,0
119.36,13,489,3,19.38,0
30.09,12,470,1,0.0,0
40.6,16,67,12,8.36,1
138.89,13,67,4,8.5,0
60.28,1,1032,2,1.83,0
52.81,5,482,3,21.82,0
101.23,3,66,4,12.4,0
108.19,9,359,1,40.82,0
189.58,8,1432,4,62.28,0
65.04,8,843,0,8.77,0
37.21,2,50,2,19.43,0
86.4,0,1161,1,14.82,0
150.38,6,460,3,36.24,0
20.22,12,3,2,28.15,0
153.65,0,10,0,11.44,0
72.13,17,1172,2,16.51,0
49.32,15,1012,0,11.29,0
152.8,23,336,3,7.77,0
82.22,2,588,1,4.34,0
18.01,3,2,1,1.04,0
138.69,20,226,4,2.02,0
47.85,15,474,1,21.61,0
41.25,4,118,2,32.23,0
79.29,10,578,3,2.71,0
48.42,13,447,1,11.32,0
54.7,4,131,2,0.78,0
69.43,15,134,7,52.32,1
57.58,19,609,4,31.77,0
64.55,19,40,1,21.25,0
147.28,9,739,0,3.66,0
139.08,15,756,5,2.1,0
35.99,14,161,4,18.07,0
38.45,16,185,4,27.06,0
55.87,2,94,3,11.96,0
176.05,22,3213,1,10.58,0
6.22,16,84,4,2.39,0
113.92,4,128,5,14.92,0
68.91,20,61,3,3.51,0
134.41,18,688,2,12.45,0
0.68,2,1437,2,13.18,0
228.91,11,715,1,1.95,0
78.1,11,92,2,8.61,0
85.52,15,606,2,22.68,0
58.87,2,44,0,3.88,0
139.78,11,712,4,4.72,0
47.51,20,478,3,22.55,0
128.89,7,1137,2,3.62,0
87.14,18,545,4,15.88,0
79.35,12,303,1,2.27,0
322.85,17,49,0,3.87,0
43.56,14,1765,2,25.98,0
147.3,0,382,2,1.9,0
63.46,11,132,1,14.74,0
107.47,8,19,8,40.3,1
100.64,15,114,1,11.25,0
85.6,2,91,3,10.4,0
66.41,22,78,4,37.24,0
183.12,10,537,0,13.81,0
55.65,20,85,0,7.91,0
46.2,14,416,3,5.44,0
27.16,15,1067,3,28.39,0
248.83,1,1242,4,8.03,0
27.57,14,474,1,6.95,0
88.04,14,475,4,0.74,0
85.44,17,46,3,41.06,0
208.91,4,571,1,26.35,0
77.86,23,1,5,4.82,1
157.98,10,14,3,11.51,0
82.71,23,42,1,24.42,0
146.19,9,107,2,40.83,0
40.9,19,112,0,21.48,0
93.21,8,237,2,2.9,0
143.74,14,543,3,1.35,0
119.88,7,37,1,13.27,0
151.51,12,638,2,30.62,0
49.38,10,798,3,0.71,0
143.22,20,334,3,13.09,0
58.23,22,316,2,7.41,0
18.84,1,233,2,1.41,0
101.95,20,961,2,7.57,0
65.31,21,85,2,18.91,0
334.42,0,399,3,16.09,0
71.71,6,74,2,13.81,0
183.49,0,227,2,1.31,0
36.73,7,464,1,2.74,0
192.12,5,578,1,10.27,0
135.73,20,433,2,9.29,0
47.88,4,290,2,62.46,0
246.57,1,34,3,7.6,0
139.51,4,294,1,12.32,0
55.47,23,931,0,5.15,0
175.8,14,1076,3,1.01,0
55.8,12,520,3,28.91,0
28.81,13,68,6,9.45,1
138.99,18,781,6,5.25,0
191.84,21,378,3,54.17,0
6.07,11,1041,1,8.85,0
71.39,22,51,2,4.84,0
36.96,18,61,4,26.38,0
19.09,10,212,4,9.42,0
114.1,22,1149,1,23.25,0
86.4,13,839,1,9.25,0
36.04,4,483,3,2.78,0
136.59,7,53,0,23.83,0
9.17,13,48,5,25.94,0
41.69,22,71,2,69.22,0
65.05,6,389,2,0.24,0
34.35,7,306,7,27.27,0
114.49,8,175,2,0.05,0
102.63,17,476,4,14.14,0
61.42,10,137,1,2.23,0
109.99,7,475,1,9.51,0
73.17,2,813,1,3.51,0
177.29,22,97,1,6.6,0
51.97,9,813,1,13.57,0
37.21,12,495,1,27.09,0
99.9,9,533,3,1.26,0
102.56,23,147,3,33.05,0
182.6,22,12,3,3.73,0
69.98,23,562,3,19.24,0
8.43,0,1191,1,64.93,0
85.43,15,1388,2,4.85,0
29.87,17,27,1,0.1,0
107.6,9,182,2,3.83,0
51.93,2,14,11,170.66,1
145.47,22,216,1,17.18,0
29.32,3,32,0,14.1,0
38.47,13,887,1,0.73,0
115.32,2,757,3,8.71,0
142.6,14,101,3,14.56,0
184.89,7,141,0,14.44,0
56.63,22,1117,2,3.43,0
113.55,18,616,4,0.76,0
187.37,3,139,7,9.37,1
217.84,4,192,2,16.38,0
224.87,22,1827,2,0.92,0
68.89,8,236,1,5.9,0
9.52,17,508,3,1.71,0
67.84,11,914,3,3.97,0
26.65,11,1056,2,21.58,0
320.66,16,192,1,0.05,0
181.01,14,35,4,25.72,0
147.3,9,383,3,6.8,0
43.0,10,130,2,15.72,0
120.54,8,276,2,6.77,0
131.45,8,783,0,17.07,0
11.59,3,1645,2,2.69,0
144.02,3,178,3,11.26,0
99.36,0,198,2,6.99,0
16.63,1,52,4,7.8,0
52.92,2,461,3,9.39,0
57.17,7,82,2,4.05,0
29.02,19,1064,3,14.73,0
40.7,3,5,11,160.76,1
231.26,6,760,2,4.31,0
129.9,23,953,2,7.3,0
165.98,0,95,3,5.48,0
60.69,6,587,2,7.85,0
62.83,16,152,2,3.46,0
39.26,21,179,0,11.3,0
120.88,5,16,0,2.88,0
72.0,1,138,1,23.29,0
303.89,19,1109,1,26.69,0
287.09,10,1050,5,11.48,0
80.45,0,652,0,1.04,0
119.33,8,1585,1,28.46,0
25.13,5,1208,0,10.38,0
63.2,1,1059,3,34.15,0
49.89,22,157,1,6.08,0
131.6,2,93,4,4.12,0
112.17,12,164,4,25.08,0
74.2,6,967,1,77.4,0
149.51,8,140,2,27.01,0
157.68,10,1420,5,1.97,0
129.88,11,186,1,9.39,0
6.03,18,331,3,2.56,0
32.98,14,66,1,17.78,0
10.94,6,499,2,3.3,0
9.74,0,56,0,6.64,0
19.6,14,103,0,3.2,0
227.42,21,266,0,1.13,0
67.8,19,151,1,16.05,0
55.38,9,784,3,3.95,0
192.06,2,563,1,4.86,0
116.61,1,576,2,16.44,0
83.39,1,1093,1,35.17,0
18.74,8,853,2,10.36,0
125.53,2,260,3,1.77,0
174.03,14,175,3,45.79,0
60.78,6,765,3,2.62,0
151.81,18,61,2,8.48,0
128.65,22,790,2,9.21,0
35.01,21,278,0,8.68,0
92.33,6,135,1,34.01,0
30.63,15,1,3,55.26,0
87.63,9,838,4,5.92,0
121.08,7,47,2,25.89,0
9.1,1,369,3,11.22,0
48.58,13,361,1,16.54,0
162.18,10,603,2,10.51,0
33.77,15,120,3,2.68,0
128.95,15,623,2,31.19,0
98.88,14,1667,1,1.01,0
183.36,2,11,4,14.91,0
70.18,22,92,1,45.23,0
184.89,22,764,4,4.86,0
83.26,0,549,3,0.89,0
282.82,15,213,0,40.86,0
76.34,3,203,4,18.8,0
58.59,21,857,2,19.57,0
96.1,15,513,5,7.28,0
231.76,2,968,3,12.77,0
138.03,1,427,4,8.73,0
172.73,6,583,4,8.48,0
195.35,7,329,3,15.34,0
47.95,11,1367,0,18.74,0
105.02,3,122,0,5.47,0
98.45,7,23,0,3.35,0
209.09,20,201,3,0.03,0
186.22,18,53,1,15.1,0
70.94,22,33,1,13.04,0
8.24,22,484,0,75.7,0
38.3,16,151,3,72.37,0
44.54,14,536,1,6.17,0
109.22,7,60,1,6.47,0
34.16,9,399,3,4.16,0
99.67,8,999,1,3.84,0
148.28,7,2281,3,3.24,0
105.31,16,223,0,2.75,0
42.84,23,2471,2,20.33,0
34.22,19,394,6,0.97,0
11.82,13,265,5,6.17,0
68.52,23,67,0,44.95,0
111.22,7,286,0,7.49,0
122.8,23,1511,1,37.97,0
81.24,7,325,4,7.2,0
108.28,0,594,1,15.12,0
127.24,9,912,3,0.44,0
79.3,15,345,3,17.64,0
213.02,12,321,0,15.06,0
93.36,17,206,2,4.62,0
141.54,6,170,0,19.32,0
77.4,14,281,6,0.26,0
153.96,23,480,3,11.49,0
46.67,6,292,2,8.87,0
296.88,2,366,1,6.23,0
80.81,1,95,2,15.52,0
54.96,9,552,1,14.19,0
99.76,9,1481,3,61.03,0
28.55,18,1603,2,14.96,0
152.26,1,56,9,11.98,1
66.59,13,37,2,2.75,0
21.53,12,1241,3,25.76,0
32.52,18,872,0,4.85,0
56.7,19,378,1,12.07,0
28.91,19,1780,2,5.14,0
118.81,8,1039,1,11.49,0
211.75,4,569,2,3.33,0
87.41,3,272,1,25.15,0
51.65,20,1708,1,3.78,0
52.86,13,716,4,1.41,0
151.43,5,1343,2,0.11,0
70.06,8,202,1,2.89,0
140.82,23,188,4,29.6,0
67.8,16,476,3,4.86,0
41.77,10,377,1,30.07,0
55.41,12,44,4,1.05,0
39.02,12,347,2,35.91,0
85.55,14,689,0,11.4,0
58.34,17,18,2,22.2,0
27.14,13,87,1,4.47,0
306.49,8,202,1,0.4,0
96.98,9,358,2,9.86,0
155.65,2,302,1,15.03,0
41.23,17,63,2,45.74,0
256.79,1,933,2,23.28,0
66.08,7,1131,4,2.29,0
135.2,2,40,3,19.53,0
106.73,15,205,3,17.45,0
91.36,17,7,12,24.72,1
33.85,1,3552,1,21.42,0
30.99,2,256,1,20.75,0
81.54,6,132,4,3.3,0
59.9,23,101,2,8.1,0
25.59,12,705,3,2.29,0
27.48,16,670,3,3.25,0
160.58,4,707,2,21.51,0
70.0,13,349,2,20.17,0
67.7,17,49,2,6.58,0
218.03,4,665,1,51.82,0
148.14,15,603,3,18.82,0
33.46,4,488,1,6.48,0
43.41,1,590,2,0.34,0
72.4,21,1440,3,23.19,0
33.03,10,319,1,4.41,0
24.08,13,308,3,36.73,0
101.02,17,765,4,15.49,0
134.7,14,116,3,16.23,0
86.02,16,754,2,8.45,0
76.19,15,22,1,11.39,0
19.05,20,115,3,9.2,0
59.23,8,803,7,8.54,0
183.23,2,52,1,16.45,0
110.51,16,687,4,8.43,0
87.99,15,339,1,2.96,0
48.05,4,157,1,28.16,0
18.71,5,270,0,4.84,0
21.98,21,269,5,4.1,0
262.95,14,270,3,13.45,0
64.71,5,614,3,2.48,0
205.56,21,405,4,6.8,0
56.27,13,477,5,8.41,0
64.35,20,175,2,9.98,0
77.76,4,538,2,6.86,0
66.67,16,789,6,18.45,0
43.42,18,318,1,43.8,0
174.93,12,295,3,1.61,0
102.17,6,1663,5,24.84,0
38.58,13,76,2,18.65,0
175.88,15,210,2,18.0,0
56.81,22,16,1,5.85,0
62.76,4,551,2,17.26,0
76.85,3,349,3,5.32,0
76.39,1,279,3,0.03,0
145.47,0,271,4,3.35,0
42.67,2,331,2,27.55,0
165.57,18,313,1,4.92,0
87.26,1,171,2,23.7,0
279.28,19,17,12,3.02,1
39.23,16,891,3,4.71,0
97.08,5,170,2,7.49,0
40.18,0,737,2,20.49,0
24.04,20,1408,0,4.28,0
26.29,3,69,1,21.4,0
87.24,14,148,0,13.09,0
175.23,20,102,3,61.88,0
63.66,12,623,1,8.47,0
36.16,23,79,1,3.42,0
60.19,14,1105,0,9.77,0
164.81,17,750,1,49.28,0
75.98,20,521,1,6.04,0
84.52,17,77,1,4.07,0
45.84,1,771,0,3.37,0
107.76,23,782,1,6.5,0
34.08,4,1322,2,14.96,0
62.06,20,577,1,0.17,0
69.59,22,170,2,11.37,0
24.1,5,135,3,0.01,0
95.85,7,329,4,1.1,0
217.25,1,184,3,23.63,0
110.62,14,295,3,19.38,0
83.48,7,137,2,2.85,0
75.6,0,54,1,0.51,0
55.78,1,1634,0,1.03,0
67.36,14,183,1,12.22,0
103.31,17,917,2,32.76,0
186.99,8,320,1,16.49,0
100.03,23,310,2,23.97,0
74.78,15,353,3,7.69,0
18.99,6,764,4,9.96,0
69.59,9,136,3,27.94,0
52.68,22,406,0,26.53,0
124.8,5,574,1,38.21,0
57.15,10,63,3,8.47,0
210.24,3,965,2,8.92,0
179.26,5,1717,1,91.82,0
138.66,6,634,1,11.11,0
322.05,8,663,3,39.25,0
57.71,15,237,1,24.18,0
48.55,13,751,3,22.91,0
190.31,23,550,7,13.19,0
58.02,12,800,3,4.42,0
129.56,6,474,1,9.03,0
52.21,8,164,1,15.49,0
65.96,4,517,3,12.6,0
281.16,0,83,0,32.26,0
455.44,16,514,0,2.96,0
142.3,3,219,2,33.7,0
35.08,19,2354,2,3.43,0
64.29,14,695,1,4.15,0
